VendorStockNumber,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceIntensity,Lab,ROUGH WEIGHT,ROUGH CT,ROUGH DATE,Certificate Url,Rough Video,Polished Video,StockNumber,Img,Jewlery Video,JewelryType,Style,Metal,DiaWt,MainStone,Description ,Header,Main,Secondary
R1.0L42100A1A1,Round,1.09,K,VS2,EX,EX,EX,N,GIA,2.79,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494064980.pdf,https://v3602586.v360.in/vision360.html?d=L42100,https://v3602586.v360.in/vision360.html?d=R1.0L42100A1A1,,,,,,,,,,,,
R1.0L42103B000,Round,1.01,J,SI2,VG,EX,EX,M,GIA,4.6,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494064626.pdf,https://v3602586.v360.in/vision360.html?d=L42103,https://v3602586.v360.in/vision360.html?d=R1.0L42103B000,,,,,,,,,,,,
R1.0L42106A100,Round,1.12,K,SI1,EX,EX,EX,N,GIA,2.83,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492232577.pdf,https://v3602586.v360.in/vision360.html?d=L42106,https://v3602586.v360.in/vision360.html?d=R1.0L42106A100,,,,,,,,,,,,
R1.0L42107A100,Round,1,I,SI1,EX,EX,EX,N,GIA,2.63,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1495064966.pdf,https://v3602586.v360.in/vision360.html?d=L42107,https://v3602586.v360.in/vision360.html?d=R1.0L42107A100,,,,,,,,,,,,
R1.0L42110A000,Round,1,H,SI2,EX,EX,EX,F,GIA,3.44,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495064817.pdf,https://v3602586.v360.in/vision360.html?d=L42110,https://v3602586.v360.in/vision360.html?d=R1.0L42110A000,,,,,,,,,,,,
R1.0L42110B000,Round,1,G,SI2,EX,EX,EX,M,GIA,3.44,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491064886.pdf,https://v3602586.v360.in/vision360.html?d=L42110,https://v3602586.v360.in/vision360.html?d=R1.0L42110B000,,,,,,,,,,,,
R1.0L42112A000,Round,1.05,I,VVS1,EX,EX,EX,N,GIA,3.31,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496232872.pdf,https://v3602586.v360.in/vision360.html?d=L42112,https://v3602586.v360.in/vision360.html?d=R1.0L42112A000,,,,,,,,,,,,
R1.0L42114A000,Round,1,I,SI2,EX,EX,EX,N,GIA,3.49,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491066333.pdf,https://v3602586.v360.in/vision360.html?d=L42114,https://v3602586.v360.in/vision360.html?d=R1.0L42114A000,,,,,,,,,,,,
R1.0L42115B000,Round,1.15,I,VS2,EX,EX,EX,N,GIA,4.04,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491098217.pdf,https://v3602586.v360.in/vision360.html?d=L42115,https://v3602586.v360.in/vision360.html?d=R1.0L42115B000,,,,,,,,,,,,
R1.0L42116A100,Round,1,K,SI1,VG,EX,EX,N,GIA,2.72,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1483988739.pdf,https://v3602586.v360.in/vision360.html?d=L42116,https://v3602586.v360.in/vision360.html?d=R1.0L42116A100,,,,,,,,,,,,
R1.0L42117A1A1,Round,1.03,J,VVS2,EX,EX,EX,N,GIA,2.76,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492232925.pdf,https://v3602586.v360.in/vision360.html?d=L42117,https://v3602586.v360.in/vision360.html?d=R1.0L42117A1A1,,,,,,,,,,,,
R1.0L42118A000,Round,1.08,K,SI1,EX,EX,EX,N,GIA,3.37,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491066142.pdf,https://v3602586.v360.in/vision360.html?d=L42118,https://v3602586.v360.in/vision360.html?d=R1.0L42118A000,,,,,,,,,,,,
R1.0L42120A100,Round,1,H,VS1,EX,EX,EX,N,GIA,2.61,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491066143.pdf,https://v3602586.v360.in/vision360.html?d=L42120,https://v3602586.v360.in/vision360.html?d=R1.0L42120A100,,,,,,,,,,,,
R1.0L42122A1A0,Round,1.09,L,VS1,EX,EX,EX,M,GIA,2.7,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491232977.pdf,https://v3602586.v360.in/vision360.html?d=L42122,https://v3602586.v360.in/vision360.html?d=R1.0L42122A1A0,,,,,,,,,,,,
R1.0L42124A100,Round,1,J,VS2,EX,EX,EX,N,GIA,2.81,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494232993.pdf,https://v3602586.v360.in/vision360.html?d=L42124,https://v3602586.v360.in/vision360.html?d=R1.0L42124A100,,,,,,,,,,,,
R1.0L42125A100,Round,1,G,VS2,EX,EX,EX,N,GIA,2.74,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7498066025.pdf,https://v3602586.v360.in/vision360.html?d=L42125,https://v3602586.v360.in/vision360.html?d=R1.0L42125A100,,,,,,,,,,,,
R1.0L42127A100,Round,1.01,I,SI2,EX,EX,EX,N,GIA,2.8,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496097548.pdf,https://v3602586.v360.in/vision360.html?d=L42127,https://v3602586.v360.in/vision360.html?d=R1.0L42127A100,,,,,,,,,,,,
R1.0L42128A100,Round,1.03,J,VS2,EX,EX,EX,N,GIA,3.03,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495066115.pdf,https://v3602586.v360.in/vision360.html?d=L42128,https://v3602586.v360.in/vision360.html?d=R1.0L42128A100,,,,,,,,,,,,
R1.0L42129A000,Round,1.01,K,SI1,VG,EX,EX,N,GIA,2.92,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5496066150.pdf,https://v3602586.v360.in/vision360.html?d=L42129,https://v3602586.v360.in/vision360.html?d=R1.0L42129A000,,,,,,,,,,,,
R1.0L42130A1A0,Round,1,I,SI2,VG,EX,EX,N,GIA,2.63,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496066092.pdf,https://v3602586.v360.in/vision360.html?d=L42130,https://v3602586.v360.in/vision360.html?d=R1.0L42130A1A0,,,,,,,,,,,,
R1.0L42131A100,Round,1.01,J,VS2,VG,EX,EX,N,GIA,4.62,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2486988367.pdf,https://v3602586.v360.in/vision360.html?d=L42131,https://v3602586.v360.in/vision360.html?d=R1.0L42131A100,,,,,,,,,,,,
R1.0L42132A1A0,Round,1.01,J,SI1,EX,EX,EX,N,GIA,2.67,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7491066236.pdf,https://v3602586.v360.in/vision360.html?d=L42132,https://v3602586.v360.in/vision360.html?d=R1.0L42132A1A0,,,,,,,,,,,,
R1.0L42133A1A0,Round,1.17,L,SI1,EX,EX,EX,N,GIA,2.62,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1499066176.pdf,https://v3602586.v360.in/vision360.html?d=L42133,https://v3602586.v360.in/vision360.html?d=R1.0L42133A1A0,,,,,,,,,,,,
R1.0L42135A100,Round,1.01,L,VS2,EX,EX,EX,N,GIA,2.53,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496097556.pdf,https://v3602586.v360.in/vision360.html?d=L42135,https://v3602586.v360.in/vision360.html?d=R1.0L42135A100,,,,,,,,,,,,
R1.0L42156A1A1,Round,1,J,VS2,EX,EX,EX,N,GIA,3.09,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1498232909.pdf,https://v3602586.v360.in/vision360.html?d=L42156,https://v3602586.v360.in/vision360.html?d=R1.0L42156A1A1,,,,,,,,,,,,
R1.0L42159A1A0,Round,1.04,K,VVS1,EX,EX,EX,N,GIA,2.64,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5493242957.pdf,https://v3602586.v360.in/vision360.html?d=L42159,https://v3602586.v360.in/vision360.html?d=R1.0L42159A1A0,,,,,,,,,,,,
R1.0L42164A1A0,Round,1,L,VS2,VG,EX,VG,F,GIA,2.91,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/3495242938.pdf,https://v3602586.v360.in/vision360.html?d=L42164,https://v3602586.v360.in/vision360.html?d=R1.0L42164A1A0,,,,,,,,,,,,
R1.0L42166A100,Round,1.06,L,VS2,EX,EX,EX,N,GIA,2.87,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496232359.pdf,https://v3602586.v360.in/vision360.html?d=L42166,https://v3602586.v360.in/vision360.html?d=R1.0L42166A100,,,,,,,,,,,,
R1.0L42170A1A0,Round,1.13,K,SI2,EX,EX,EX,F,GIA,2.78,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492232599.pdf,https://v3602586.v360.in/vision360.html?d=L42170,https://v3602586.v360.in/vision360.html?d=R1.0L42170A1A0,,,,,,,,,,,,
R1.0L42176A1A0,Round,1,J,SI2,EX,EX,EX,N,GIA,2.57,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496232612.pdf,https://v3602586.v360.in/vision360.html?d=L42176,https://v3602586.v360.in/vision360.html?d=R1.0L42176A1A0,,,,,,,,,,,,
R1.0L42177A000,Round,1,K,VVS1,VG,EX,EX,M,GIA,3.1,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495097576.pdf,https://v3602586.v360.in/vision360.html?d=L42177,https://v3602586.v360.in/vision360.html?d=R1.0L42177A000,,,,,,,,,,,,
R1.0L42178A100,Round,1.06,K,VS2,EX,EX,EX,N,GIA,2.8,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495097562.pdf,https://v3602586.v360.in/vision360.html?d=L42178,https://v3602586.v360.in/vision360.html?d=R1.0L42178A100,,,,,,,,,,,,
R1.0L42180A000,Round,1.01,K,VVS1,EX,EX,EX,F,GIA,3.24,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7496097535.pdf,https://v3602586.v360.in/vision360.html?d=L42180,https://v3602586.v360.in/vision360.html?d=R1.0L42180A000,,,,,,,,,,,,
R1.0L42181A000,Round,1.04,M,SI1,EX,EX,EX,S,GIA,3.28,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496066795.pdf,https://v3602586.v360.in/vision360.html?d=L42181,https://v3602586.v360.in/vision360.html?d=R1.0L42181A000,,,,,,,,,,,,
R1.0L42182A1A0,Round,1.01,K,I1,EX,EX,EX,F,GIA,2.78,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494232822.pdf,https://v3602586.v360.in/vision360.html?d=L42182,https://v3602586.v360.in/vision360.html?d=R1.0L42182A1A0,,,,,,,,,,,,
R1.0L42185A1A0,Round,1.08,L,SI1,EX,EX,EX,M,GIA,2.98,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5496232842.pdf,https://v3602586.v360.in/vision360.html?d=L42185,https://v3602586.v360.in/vision360.html?d=R1.0L42185A1A0,,,,,,,,,,,,
R1.0L42186A1A0,Round,1.17,K,SI1,EX,EX,EX,N,GIA,2.78,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5496232874.pdf,https://v3602586.v360.in/vision360.html?d=L42186,https://v3602586.v360.in/vision360.html?d=R1.0L42186A1A0,,,,,,,,,,,,
R1.0L42190A100,Round,1,J,VS2,EX,EX,EX,N,GIA,2.69,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2497232836.pdf,https://v3602586.v360.in/vision360.html?d=L42190,https://v3602586.v360.in/vision360.html?d=R1.0L42190A100,,,,,,,,,,,,
R1.0L42193A000,Round,1.02,J,VVS2,EX,EX,EX,F,GIA,3.74,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1497066790.pdf,https://v3602586.v360.in/vision360.html?d=L42193,https://v3602586.v360.in/vision360.html?d=R1.0L42193A000,,,,,,,,,,,,
R1.0L42194B000,Round,1.03,K,SI1,EX,EX,EX,N,GIA,3.5,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2497232856.pdf,https://v3602586.v360.in/vision360.html?d=L42194,https://v3602586.v360.in/vision360.html?d=R1.0L42194B000,,,,,,,,,,,,
R1.0L42201A100,Round,1,I,SI2,VG,EX,VG,N,GIA,2.31,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7498097943.pdf,https://v3602586.v360.in/vision360.html?d=L42201,https://v3602586.v360.in/vision360.html?d=R1.0L42201A100,,,,,,,,,,,,
R1.0L42202A1A0,Round,1,K,VS2,EX,EX,EX,F,GIA,2.3,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494233389.pdf,https://v3602586.v360.in/vision360.html?d=L42202,https://v3602586.v360.in/vision360.html?d=R1.0L42202A1A0,,,,,,,,,,,,
R1.0L42203A1A0,Round,1,I,VS2,EX,EX,EX,N,GIA,2.26,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2497097568.pdf,https://v3602586.v360.in/vision360.html?d=L42203,https://v3602586.v360.in/vision360.html?d=R1.0L42203A1A0,,,,,,,,,,,,
R1.0L42205A100,Round,1,K,VS1,VG,EX,EX,N,GIA,2,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494066833.pdf,https://v3602586.v360.in/vision360.html?d=L42205,https://v3602586.v360.in/vision360.html?d=R1.0L42205A100,,,,,,,,,,,,
R1.0L42223A100,Round,1.01,I,VS1,VG,EX,EX,N,GIA,2.42,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1493232562.pdf,https://v3602586.v360.in/vision360.html?d=L42223,https://v3602586.v360.in/vision360.html?d=R1.0L42223A100,,,,,,,,,,,,
R1.0L42224A000,Round,1,J,VS2,VG,EX,EX,N,GIA,2.44,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1493066819.pdf,https://v3602586.v360.in/vision360.html?d=L42224,https://v3602586.v360.in/vision360.html?d=R1.0L42224A000,,,,,,,,,,,,
R1.0L42236A100,Round,1,L,SI1,VG,EX,VG,N,GIA,2.16,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496232482.pdf,https://v3602586.v360.in/vision360.html?d=L42236,https://v3602586.v360.in/vision360.html?d=R1.0L42236A100,,,,,,,,,,,,
R1.0L42238A1A0,Round,1,L,VS2,VG,EX,VG,F,GIA,2.1,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1499232550.pdf,https://v3602586.v360.in/vision360.html?d=L42238,https://v3602586.v360.in/vision360.html?d=R1.0L42238A1A0,,,,,,,,,,,,
R1.0L42247A000,Round,1.02,K,SI2,VG,EX,EX,M,GIA,2.11,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494066926.pdf,https://v3602586.v360.in/vision360.html?d=L42247,https://v3602586.v360.in/vision360.html?d=R1.0L42247A000,,,,,,,,,,,,
R1.0L42249A000,Round,1,J,SI1,EX,EX,EX,N,GIA,2.32,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495232505.pdf,https://v3602586.v360.in/vision360.html?d=L42249,https://v3602586.v360.in/vision360.html?d=R1.0L42249A000,,,,,,,,,,,,
R1.0L42250A1A0,Round,1,J,VS2,VG,EX,EX,F,GIA,2.44,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494097564.pdf,https://v3602586.v360.in/vision360.html?d=L42250,https://v3602586.v360.in/vision360.html?d=R1.0L42250A1A0,,,,,,,,,,,,
R1.0L42255A1A1,Round,1,G,VS2,VG,EX,VG,N,GIA,2.29,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1498232510.pdf,https://v3602586.v360.in/vision360.html?d=L42255,https://v3602586.v360.in/vision360.html?d=R1.0L42255A1A1,,,,,,,,,,,,
R1.0L42259A1A0,Round,1.05,J,VS2,EX,EX,EX,N,GIA,2.31,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495232540.pdf,https://v3602586.v360.in/vision360.html?d=L42259,https://v3602586.v360.in/vision360.html?d=R1.0L42259A1A0,,,,,,,,,,,,
R1.2L42013A000,Round,1.29,H,SI1,EX,EX,EX,N,GIA,4.25,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5483989649.pdf,https://v3602586.v360.in/vision360.html?d=L42013,https://v3602586.v360.in/vision360.html?d=R1.2L42013A000,,,,,,,,,,,,
R1.2L42046A1A0,Round,1.2,I,VVS2,EX,EX,EX,M,GIA,3.46,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495065267.pdf,https://v3602586.v360.in/vision360.html?d=L42046,https://v3602586.v360.in/vision360.html?d=R1.2L42046A1A0,,,,,,,,,,,,
R1.2L42047A000,Round,1.21,L,VS2,EX,EX,EX,F,GIA,4.19,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1485990052.pdf,https://v3602586.v360.in/vision360.html?d=L42047,https://v3602586.v360.in/vision360.html?d=R1.2L42047A000,,,,,,,,,,,,
R1.2L42080A100,Round,1.25,H,SI1,EX,EX,EX,N,GIA,3.19,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1497233412.pdf,https://v3602586.v360.in/vision360.html?d=L42080,https://v3602586.v360.in/vision360.html?d=R1.2L42080A100,,,,,,,,,,,,
R1.2L42086A1A1,Round,1.22,M,VS2,EX,EX,EX,F,GIA,3.1,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2497065066.pdf,https://v3602586.v360.in/vision360.html?d=L42086,https://v3602586.v360.in/vision360.html?d=R1.2L42086A1A1,,,,,,,,,,,,
R1.2L42097A100,Round,1.21,H,VS2,EX,EX,EX,N,GIA,3.43,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2487988647.pdf,https://v3602586.v360.in/vision360.html?d=L42097,https://v3602586.v360.in/vision360.html?d=R1.2L42097A100,,,,,,,,,,,,
R1.2L42115A000,Round,1.19,I,VS2,EX,EX,EX,N,GIA,4.04,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1495232939.pdf,https://v3602586.v360.in/vision360.html?d=L42115,https://v3602586.v360.in/vision360.html?d=R1.2L42115A000,,,,,,,,,,,,
R1.2L42119A000,Round,1.23,L,VS2,EX,EX,EX,N,GIA,3.14,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7493066085.pdf,https://v3602586.v360.in/vision360.html?d=L42119,https://v3602586.v360.in/vision360.html?d=R1.2L42119A000,,,,,,,,,,,,
R1.2L42134A000,Round,1.27,L,VS2,EX,EX,EX,N,GIA,2.82,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6482989667.pdf,https://v3602586.v360.in/vision360.html?d=L42134,https://v3602586.v360.in/vision360.html?d=R1.2L42134A000,,,,,,,,,,,,
R1.2L42196A100,Round,1.21,I,VS2,EX,EX,EX,F,GIA,2.47,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492232804.pdf,https://v3602586.v360.in/vision360.html?d=L42196,https://v3602586.v360.in/vision360.html?d=R1.2L42196A100,,,,,,,,,,,,
R1.3L42014B000,Round,1.31,H,VS1,EX,EX,EX,N,GIA,4.6,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7481989520.pdf,https://v3602586.v360.in/vision360.html?d=L42014,https://v3602586.v360.in/vision360.html?d=R1.3L42014B000,,,,,,,,,,,,
R1.3L42075A1A1,Round,1.33,K,SI1,EX,EX,EX,F,GIA,3.2,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495233400.pdf,https://v3602586.v360.in/vision360.html?d=L42075,https://v3602586.v360.in/vision360.html?d=R1.3L42075A1A1,,,,,,,,,,,,
R1.3L42077A100,Round,1.3,J,VS2,EX,EX,EX,N,GIA,3.31,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7488989562.pdf,https://v3602586.v360.in/vision360.html?d=L42077,https://v3602586.v360.in/vision360.html?d=R1.3L42077A100,,,,,,,,,,,,
R1.3L42093A1A0,Round,1.3,K,SI1,EX,EX,EX,N,GIA,2.92,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7492241847.pdf,https://v3602586.v360.in/vision360.html?d=L42093,https://v3602586.v360.in/vision360.html?d=R1.3L42093A1A0,,,,,,,,,,,,
R1.3L42104A1A2,Round,1.3,I,VS1,EX,EX,EX,N,GIA,3.46,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492242910.pdf,https://v3602586.v360.in/vision360.html?d=L42104,https://v3602586.v360.in/vision360.html?d=R1.3L42104A1A2,,,,,,,,,,,,
R1.5L42012A000,Round,1.5,J,SI1,EX,EX,EX,N,GIA,4.16,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5493064778.pdf,https://v3602586.v360.in/vision360.html?d=L42012,https://v3602586.v360.in/vision360.html?d=R1.5L42012A000,,,,,,,,,,,,
R1.5L42028A1A1,Round,1.5,L,VS1,EX,EX,VG,N,GIA,5.97,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2496233325.pdf,https://v3602586.v360.in/vision360.html?d=L42028,https://v3602586.v360.in/vision360.html?d=R1.5L42028A1A1,,,,,,,,,,,,
R1.5L42039A000,Round,1.68,H,VS1,EX,EX,EX,M,GIA,6.21,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7492232789.pdf,https://v3602586.v360.in/vision360.html?d=L42039,https://v3602586.v360.in/vision360.html?d=R1.5L42039A000,,,,,,,,,,,,
R1.5L42044B100,Round,1.5,J,VVS2,EX,EX,EX,M,GIA,6.84,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492065150.pdf,https://v3602586.v360.in/vision360.html?d=L42044,https://v3602586.v360.in/vision360.html?d=R1.5L42044B100,,,,,,,,,,,,
R1.5L42069A1A1,Round,1.52,L,VVS2,EX,EX,EX,N,GIA,4.51,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7496232527.pdf,https://v3602586.v360.in/vision360.html?d=L42069,https://v3602586.v360.in/vision360.html?d=R1.5L42069A1A1,,,,,,,,,,,,
R1.5L42071A1A0,Round,1.53,H,VVS2,EX,EX,EX,M,GIA,3.99,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6491232473.pdf,https://v3602586.v360.in/vision360.html?d=L42071,https://v3602586.v360.in/vision360.html?d=R1.5L42071A1A0,,,,,,,,,,,,
R1.5L42073A1A0,Round,1.52,K,VVS1,EX,EX,EX,F,GIA,4.35,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1495233367.pdf,https://v3602586.v360.in/vision360.html?d=L42073,https://v3602586.v360.in/vision360.html?d=R1.5L42073A1A0,,,,,,,,,,,,
R1.5L42074A000,Round,1.64,I,VVS2,EX,EX,EX,N,GIA,5.13,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2494065583.pdf,https://v3602586.v360.in/vision360.html?d=L42074,https://v3602586.v360.in/vision360.html?d=R1.5L42074A000,,,,,,,,,,,,
R1.5L42102A100,Round,1.51,J,SI1,VG,EX,EX,N,GIA,3.82,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/2497241816.pdf,https://v3602586.v360.in/vision360.html?d=L42102,https://v3602586.v360.in/vision360.html?d=R1.5L42102A100,,,,,,,,,,,,
R1.5L42103A000,Round,1.5,J,VS2,EX,EX,EX,M,GIA,4.6,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/3485988672.pdf,https://v3602586.v360.in/vision360.html?d=L42103,https://v3602586.v360.in/vision360.html?d=R1.5L42103A000,,,,,,,,,,,,
R1.5L42108A100,Round,1.64,J,SI2,EX,EX,EX,M,GIA,3.43,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1489988690.pdf,https://v3602586.v360.in/vision360.html?d=L42108,https://v3602586.v360.in/vision360.html?d=R1.5L42108A100,,,,,,,,,,,,
R1.5L42111A100,Round,1.51,K,SI1,VG,EX,EX,N,GIA,3.25,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7492064619.pdf,https://v3602586.v360.in/vision360.html?d=L42111,https://v3602586.v360.in/vision360.html?d=R1.5L42111A100,,,,,,,,,,,,
R1.5L42168A1A1,Round,1.5,L,VS2,VG,EX,VG,N,GIA,3.36,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7492244735.pdf,https://v3602586.v360.in/vision360.html?d=L42168,https://v3602586.v360.in/vision360.html?d=R1.5L42168A1A1,,,,,,,,,,,,
R1.7L42045A100,Round,1.72,J,SI1,EX,EX,EX,N,GIA,5.17,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1487990009.pdf,https://v3602586.v360.in/vision360.html?d=L42045,https://v3602586.v360.in/vision360.html?d=R1.7L42045A100,,,,,,,,,,,,
R1.7L42059A000,Round,1.7,H,VS2,EX,EX,EX,F,GIA,4.45,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5496232457.pdf,https://v3602586.v360.in/vision360.html?d=L42059,https://v3602586.v360.in/vision360.html?d=R1.7L42059A000,,,,,,,,,,,,
R1.8L42006A1A0,Round,1.85,I,VS2,EX,EX,EX,N,GIA,5.27,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1488989634.pdf,https://v3602586.v360.in/vision360.html?d=L42006,https://v3602586.v360.in/vision360.html?d=R1.8L42006A1A0,,,,,,,,,,,,
R1.8L42082A100,Round,1.8,J,VS1,EX,EX,EX,N,GIA,4.37,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492065444.pdf,https://v3602586.v360.in/vision360.html?d=L42082,https://v3602586.v360.in/vision360.html?d=R1.8L42082A100,,,,,,,,,,,,
R1.8L42105A1A1,Round,1.82,M,VS2,EX,EX,EX,M,GIA,4.09,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1493064589.pdf,https://v3602586.v360.in/vision360.html?d=L42105,https://v3602586.v360.in/vision360.html?d=R1.8L42105A1A1,,,,,,,,,,,,
R2.0L42002A1A0,Round,2.09,H,VS1,EX,EX,EX,M,GIA,8.48,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/5493050119.pdf,https://v3602586.v360.in/vision360.html?d=L42002,https://v3602586.v360.in/vision360.html?d=R2.0L42002A1A0,,,,,,,,,,,,
R2.0L42002B1A0,Round,2.1,J,VS2,EX,EX,EX,M,GIA,8.48,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/7498050070.pdf,https://v3602586.v360.in/vision360.html?d=L42002,https://v3602586.v360.in/vision360.html?d=R2.0L42002B1A0,,,,,,,,,,,,
R2.0L42004A1A1,Round,2.11,L,SI1,EX,EX,EX,M,GIA,9.53,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/1499065663.pdf,https://v3602586.v360.in/vision360.html?d=L42004,https://v3602586.v360.in/vision360.html?d=R2.0L42004A1A1,,,,,,,,,,,,
R2.0L42007B000,Round,2.03,I,SI2,EX,EX,EX,N,GIA,10.29,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6495242312.pdf,https://v3602586.v360.in/vision360.html?d=L42007,https://v3602586.v360.in/vision360.html?d=R2.0L42007B000,,,,,,,,,,,,
R2.0L42010A1A2,Round,2.03,K,VS2,EX,EX,EX,N,GIA,6.87,____,4/3/2024,https://b.yerushalmi.com/barak/Output/Certificates/6492065935.pdf,https://v3602586.v360.in/vision360.html?d=L42010,https://v3602586.v360.in/vision360.html?d=R2.0L42010A1A2,,,,,,,,,,,,
